TOT_POP,% Black-alone,% NA/AI-alone,% Asian-alone,% Hawaiian/PI-alone,% Two or more races,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,MEDHHINC_2018,Civilian_labor_force_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,county_pop2018_18 and older,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_number,Urban_rural_code,age 0-19 pct %,age 20-39 pct %,age 40-59 pct %,age 60-79 pct %,age 80+ pct %
17888,0.849731664,0.324239714,0.301878354,0.788237925,1.190742397,11.3,40.0,30.9,17.7,9.8,59043,9195,2.8,108.5,273.1,236.3,86.6,79.0,7.0,6.3,9.976948485,1.941665421,0.35621531,11.12734875,7.988566302,31.7236012,0,17882,4593,25.7,14008,46.8,6555,33.5,4693,1240,10.1,1421,12.3,1718,461,6,23.70863148,22.126565300000003,26.53734347,22.719141323000002,4.908318426
72679,3.062782922,13.60365443,0.682452978,0.082554796,6.974504327,12.4,35.9,33.3,18.3,17.6,48499,32624,3.7,93.4,206.7,189.1,73.9,68.5,6.2,5.8,20.84664015,23.74047084,2.304005322,24.31186415,41.65641622,85.93018248,14,71614,15322,21.4,55503,48.7,27053,34.6,19204,4771,9.5,5300,13.0,7240,1831,5,26.64456032,25.8850562,25.02098268,18.657383838,3.792016951
9509,0.641497529,1.125249763,0.199810706,0.105163529,1.861394468,15.1,43.4,31.4,10.0,17.8,35025,3834,4.1,64.4,273.1,236.3,86.6,79.0,7.0,6.3,5.303600355,1.032161029,0.189358865,5.915136363,4.246605376,16.86380388,0,9352,3794,40.6,7876,54.9,4323,37.7,2969,1010,13.8,1086,17.0,1337,354,6,18.897886213,15.227679040999998,24.019350087,34.74603008,7.10905458
1996,0.701402806,0.601202405,0.400801603,0.0,1.553106212,4.3,35.1,34.2,26.4,9.1,59722,1064,2.5,100.0,239.2,214.5,88.2,80.3,6.8,6.2,1.081145802,0.850432392,0.096216803,0.92492282,1.303582499,2.839947586,0,2019,614,30.4,1549,41.0,636,32.8,508,117,6.5,101,10.4,161,47,5,24.198396789999997,19.689378756,24.098196389,24.198396796,7.815631263
10542,1.622083096,1.176247391,0.920129008,0.066401062,1.641054828,8.6,28.2,36.0,27.2,12.3,54984,5279,2.7,84.3,237.6,217.1,87.0,79.6,10.5,9.7,6.33842887,3.148409964,0.540916249,4.868246243,8.141483034,12.52429162,0,10971,3118,28.4,8432,43.7,3681,32.6,2749,686,7.0,586,11.1,937,268,6,23.18345665,22.718649210000002,23.980269399999997,23.458546766,6.659077974
41933,1.189993561,0.586650132,1.75756564,0.162163451,1.597786946,5.1,15.0,24.5,55.3,6.2,105374,24320,3.0,147.6,216.2,199.9,65.3,62.2,5.8,5.4,16.01121475,10.58570785,0.716326095,12.88060441,13.95509355,49.0285416,4,39731,6731,16.9,31680,25.4,8062,19.6,6209,1473,4.2,1345,7.8,2481,739,5,26.849974959999997,23.93580235,29.33012187,18.205232153,1.678868671
145179,2.664985983,14.03646533,1.660708505,0.199064603,2.970126533,10.3,25.0,34.7,30.0,12.6,57036,64633,5.0,120.3,244.8,213.8,91.1,82.1,7.7,7.3,70.807939,36.85892715,2.840631604,67.82874,78.63699683,200.507021,0,138815,30925,22.3,111431,44.0,48978,34.1,37998,7623,6.5,7277,11.9,13232,3607,3,25.63525027,24.31687779,25.51264301,21.142176214,3.393052714
13932,0.287108814,0.322997416,0.330175136,0.035888602,1.184323859,22.4,43.0,22.2,12.4,22.1,36658,4924,7.9,83.2,263.4,231.6,100.1,89.4,10.5,9.2,7.267533192,5.153622264,0.43204019,7.529843308,9.574319206,21.6251545,0,14348,4117,28.7,11053,60.3,6664,40.1,4432,1406,16.1,1783,17.6,1942,452,6,22.782084410000003,19.832041344,27.29687052,25.25839793,4.8306058
429899,20.30128007,0.41218984,1.769718004,0.054896615,3.207032349,10.8,29.7,33.2,26.3,18.7,47865,209136,5.3,85.2,292.7,248.6,93.7,83.7,8.3,7.1,222.0944388,82.23268177,7.134678114,290.7565215,198.8147932,837.8465814,251,433404,92861,21.4,331337,48.0,159044,37.3,123589,26853,9.5,31559,12.6,41730,10926,3,25.42853089,26.652539320000002,24.85514039,19.075410739,3.988378666
35268,0.836452308,0.351593513,0.609617784,0.017012589,1.182374957,11.6,36.8,34.3,17.2,16.6,49457,13459,6.6,98.5,230.9,214.6,77.3,72.9,8.3,7.6,23.15734171,7.782255938,0.828739223,15.58819014,14.99623355,50.95562306,0,36012,9521,26.4,27733,57.3,15900,38.5,10677,2909,12.5,3458,14.5,4030,986,3,23.239196999999997,22.11920155,26.38652603,23.120108882,5.134966542
10913,0.568129754,2.400806378,0.503986072,0.064143682,2.684871254,7.7,38.1,35.2,19.0,8.7,67242,5889,3.1,121.7,247.1,236.2,91.5,88.0,9.8,9.4,5.177563882,4.016721186,0.575284876,3.533892809,6.030218252,11.83443173,0,11405,2372,20.8,8156,42.2,3441,35.0,2855,514,6.2,507,9.4,766,215,6,27.38018876,25.547512150000003,25.01603592,18.638321269,3.417941904
12339,22.73279844,1.37774536,0.640246373,0.121565767,2.779803874,11.6,40.8,32.1,15.5,20.2,41418,4749,6.6,68.3,224.8,199.9,72.9,66.5,6.2,5.4,4.256036502,2.511921342,0.2248391,4.668743072,4.132224531,14.57284094,0,12530,3505,28.0,9525,52.0,4953,38.5,3667,925,9.4,897,15.4,1467,371,6,24.87235594,22.06013454,23.681011429999998,23.445984279,5.940513818
196584,12.00250275,0.668925243,1.350059008,0.08240752,2.491047084,10.0,31.6,33.7,24.7,12.6,60349,99570,3.6,99.3,264.9,238.3,94.6,86.4,7.9,7.1,102.8304724,62.21902969,4.497353777,103.202434,110.7769246,310.9937044,33,195101,42061,21.6,151233,46.6,70409,39.4,59586,10347,6.7,10189,10.6,16007,4598,4,25.390164,24.38855654,26.75548367,19.449700887,4.016094901
828431,29.73766071,0.439022683,6.332693972,0.075805951,2.602510046,8.9,26.2,26.3,38.6,9.9,75836,450366,4.0,91.3,386.0,306.1,116.2,97.6,9.6,7.5,458.3111165,315.4573374,6.854787862,779.8006672,235.1192237,1882.598938,123,828637,186412,22.5,649500,42.1,273532,31.6,205242,41823,6.8,44049,12.0,77645,19025,2,24.30703341,26.27774673,25.55493457,19.117584927,4.742700358
292502,31.66781766,0.342219882,3.757923023,0.069059357,2.291950141,6.4,19.1,28.8,45.7,20.7,51046,154655,3.3,92.1,265.2,240.7,86.8,80.1,6.9,6.0,169.738934,83.67470265,2.980044391,159.2332475,113.7086063,399.6692715,60,285890,49057,17.2,238030,38.8,92379,30.0,71409,14144,6.8,16087,9.6,22914,6445,3,24.29282535,36.27599128,20.75814866,15.872711978999998,2.800322733
5463,0.951857954,1.70236134,0.421014095,0.054914882,1.281347245,31.2,27.9,26.6,14.3,11.6,57240,2879,2.3,94.4,224.8,199.9,72.9,66.5,6.2,5.4,1.884328342,1.112134394,0.099545831,2.06705109,1.829511517,6.452016377,0,5532,1099,19.9,3869,50.9,1970,39.2,1517,351,9.1,351,14.8,572,143,6,32.14351089,23.79644884,23.8147538,16.016840564,4.228445909
6196,5.261459006,0.80697224,0.613298903,0.0,1.936733376,8.8,34.0,36.9,20.4,11.9,50261,2722,2.8,86.4,227.6,206.5,88.0,80.5,6.8,6.3,3.494354981,1.77058669,0.295807151,2.564371347,3.807187005,8.114479625,0,6331,1772,28.0,5059,49.0,2481,39.8,2013,416,8.2,413,12.7,643,164,6,19.867656552,26.92059393,24.80632666,22.546804393000002,5.858618464
24841,0.941991063,0.330099432,0.825248581,0.020128014,1.135219999,13.8,34.0,27.8,24.4,12.7,51089,11783,3.8,75.5,375.1,304.1,112.9,94.8,10.2,7.4,16.03042169,11.30430101,0.211010229,26.33814427,8.237025814,62.16920656,0,25083,6750,26.9,19393,42.3,8206,32.9,6380,1668,9.6,1867,12.5,2415,633,2,25.164043319999998,23.36459885,22.881526513,23.751056720999998,4.838774606
5230,28.96749522,0.841300191,0.822179732,0.019120459,1.701720841,18.4,41.5,30.7,9.4,22.2,40653,2008,8.3,75.4,255.0,223.5,86.2,78.1,7.1,6.2,2.375848692,2.136601686,0.056411926,2.546091825,2.026799902,7.544591385,0,5507,1276,23.2,4352,53.7,2338,39.2,1706,416,10.2,444,15.8,687,170,6,18.260038241,25.315487570000002,26.92160612,24.646271511000002,4.856596558
256359,1.725704968,1.378535569,1.612192277,0.341708308,2.645508837,9.7,29.4,37.1,23.8,9.4,68106,124592,3.5,95.4,216.2,199.9,65.3,62.2,5.8,5.4,97.88517401,64.71612996,4.37928699,78.74606791,85.31499839,299.7378651,64,244101,38967,16.0,183875,38.6,71038,30.4,55898,9341,5.4,9889,9.7,17844,4792,3,30.843855689999998,29.710289080000003,22.75168806,14.028374272,2.665792892
34586,0.821141502,0.364309258,0.621638813,0.054935523,1.188342104,9.9,38.3,31.2,20.6,11.0,58295,20351,2.7,104.6,230.8,212.0,80.3,74.4,6.5,6.1,17.84632924,4.367259833,0.682222838,13.59794156,17.17444311,44.99569717,2,34459,8776,25.5,27467,51.5,14148,36.3,9971,2268,9.9,2720,12.9,3539,859,5,23.775516109999998,22.5206731,25.84571792,23.549991323,4.308101544
329261,30.70998387,0.356252335,9.037207565,0.066816295,2.449424621,8.5,21.7,26.8,42.9,9.0,68581,180933,3.0,94.5,263.2,231.8,90.3,81.7,7.3,6.3,173.1022875,81.25524975,3.710991425,164.2113706,144.1488232,454.2872003,53,324073,65204,20.1,254989,41.2,104968,32.3,82361,15651,6.0,15414,11.1,28279,7239,2,24.6773836,27.05482884,26.527283830000002,17.877003346,3.863500384
40134,1.166093586,0.882045149,2.676035282,0.166940749,3.017391738,3.7,19.9,31.3,45.1,12.7,49538,20267,2.5,89.2,192.6,181.6,73.9,68.9,5.8,5.5,15.74054616,14.1390371,1.029541537,8.899814617,21.09416215,31.91578764,0,38697,6552,16.9,32510,33.7,10945,27.9,9070,1740,5.3,1715,7.9,2564,780,5,25.5269846,36.97363831,18.871779539000002,15.660038870000001,2.967558678
31175,1.103448276,20.2085004,0.647955092,1.042502005,7.971130714,15.1,37.3,33.6,14.1,20.6,38194,14389,3.5,73.6,206.7,189.1,73.9,68.5,6.2,5.8,8.94197783,10.18326034,0.988282254,10.42835434,17.86814314,36.85897493,9,31725,7607,24.0,23532,52.7,12393,39.7,9342,2496,11.5,2697,15.2,3571,922,5,27.78187651,24.15076183,23.40336808,20.141138733,4.522854852
415247,3.045175522,0.322699502,4.499249844,0.065984823,2.04649281,8.2,26.3,28.2,37.3,7.4,78714,236915,2.6,104.5,315.1,287.6,105.9,99.6,9.7,8.6,310.4117179,159.4916223,8.571526726,266.0234545,177.8591796,685.1098862,62,406371,84563,20.8,330618,37.7,124514,29.0,95879,19634,7.2,23766,9.9,32577,8508,3,22.66241538,26.34407955,28.393462200000002,18.797005153,3.80303771
6666,4.620462046,4.530453045,1.305130513,0.285028503,2.98529853,18.3,33.7,33.2,14.8,18.3,42522,2586,4.1,72.4,213.5,185.8,72.3,65.0,5.6,5.0,1.847522008,1.162115508,0.096659891,3.099706959,1.97933095,6.779373265,0,6661,1468,22.0,5580,48.8,2723,34.4,1920,449,8.5,476,11.7,651,174,6,18.241824182000002,28.26282628,30.97809781,19.5469547,2.97029703
5779,3.893407164,1.159370133,0.259560478,0.069216127,2.145699948,23.8,35.9,27.4,12.8,23.7,37911,2566,4.5,62.5,224.8,199.9,72.9,66.5,6.2,5.4,1.993324819,1.176464335,0.105303927,2.186616923,1.935337188,6.82522472,0,5895,1379,23.4,4243,53.1,2252,39.9,1693,436,9.4,400,17.4,739,181,3,29.24381381,23.18740266,22.49524139,20.211109192,4.862432947
28715,3.945672993,0.658192582,0.912415114,0.170642521,2.249695281,11.8,34.3,35.7,18.2,11.4,57613,12319,4.6,114.8,230.9,214.6,77.3,72.9,8.3,7.6,18.85457262,6.336267417,0.674754644,12.69181354,12.20984594,41.48777124,0,28452,5153,18.1,22290,49.6,11055,38.1,8492,1828,10.1,2260,12.9,2867,656,4,24.711823090000003,26.35208079,28.18039352,17.934877246,2.820825353
2920,0.308219178,0.890410959,0.684931507,0.171232877,1.54109589,4.8,35.7,42.1,17.3,9.2,62029,1704,1.9,112.3,247.1,236.2,91.5,88.0,9.8,9.4,1.385364843,1.07475725,0.153929427,0.94556648,1.613510244,3.166548214,0,2925,737,25.2,2129,39.8,847,32.6,694,151,6.8,145,9.9,212,62,6,29.075342470000002,22.3630137,23.35616439,20.479452052,4.726027397
850967,2.377530504,1.867875017,7.870457961,0.289552944,3.494730113,15.6,18.9,32.4,33.1,9.1,84170,425728,3.8,111.9,279.6,243.8,96.2,87.1,7.2,6.2,331.5921434,170.3136758,7.722951828,481.0818154,326.9454649,1264.305298,139,847834,167777,19.8,656414,33.7,221125,23.9,156883,38571,5.6,36831,9.7,63672,19164,3,25.467380050000003,26.540159600000003,26.19631549,17.908685061,3.887459796
8297,17.11461974,1.49451609,0.891888634,1.036519224,2.289984332,30.9,40.3,18.9,9.9,26.1,36779,4358,3.5,62.7,228.7,202.9,79.1,71.9,7.0,6.1,3.79772327,2.62409664,0.114365498,3.926285865,2.690349756,10.08624822,0,8313,1451,17.5,6114,50.4,3083,37.2,2274,596,11.8,719,16.8,1028,252,6,28.69711945,25.76835001,25.8165602,17.090514646,2.627455707
153207,0.942515681,1.533219761,1.003217869,0.134458608,2.3895775,9.9,27.3,35.4,27.4,14.4,51132,76060,4.1,71.1,285.7,262.5,95.4,88.9,7.8,7.1,77.87363376,60.44285149,2.394042627,67.32908646,73.24694464,196.0694012,44,148798,35763,24.0,120162,35.0,42033,27.7,33285,8383,7.0,8380,9.1,10939,3765,4,24.59678736,25.79386059,23.46498528,21.502933941,4.641432833
5858,10.68624104,3.465346535,1.229088426,0.017070673,2.185046091,15.2,41.7,33.5,9.6,44.3,35880,1533,4.4,49.9,285.7,262.5,95.4,88.9,7.8,7.1,2.977564645,2.311083854,0.091538257,2.574384907,2.80065925,7.496880379,0,5514,1074,19.5,5171,42.1,2178,31.9,1650,374,7.3,377,11.2,577,168,6,13.127347217,38.20416525,29.89074769,15.568453397,3.209286446
117327,1.51371807,0.741517298,0.897491626,0.036649706,1.933911205,9.3,37.8,30.1,22.7,10.7,62247,62239,3.3,109.9,287.0,249.7,97.8,87.6,7.9,6.7,51.87972687,44.4029427,1.690199246,87.03352369,70.69493098,238.3063562,0,114145,24717,21.7,88955,41.5,36873,30.6,27220,6739,9.0,7975,10.6,9428,2639,5,26.482395359999998,23.54104341,26.44830261,20.037161091999998,3.491097531
109430,2.837430321,0.392031436,0.939413324,0.032897743,1.392671114,11.3,35.6,35.1,17.9,13.6,54063,56230,5.8,83.1,284.4,240.5,99.6,87.2,7.0,5.8,42.6259854,21.40317461,1.606096971,82.89006348,51.99631585,183.6619125,13,111151,27315,24.6,85867,50.3,43207,36.0,30912,6846,9.1,7802,11.5,9858,2774,5,23.7265832,23.92579731,26.17472357,20.999725853,5.173170063
8285,0.458660229,0.108630054,0.241400121,0.012070006,1.448400724,20.8,49.7,20.2,9.3,23.0,34054,3175,6.3,77.3,263.4,231.6,100.1,89.4,10.5,9.2,4.321813989,3.064725844,0.256923125,4.477803029,5.693599958,12.85991997,0,8637,2560,29.6,6628,59.8,3963,41.3,2737,881,16.8,1115,18.3,1211,284,6,21.85878093,19.601689801,26.867833429999997,26.51780326,5.153892577
94340,11.86347255,0.493958024,1.00487598,0.051939792,2.221751113,10.6,35.8,31.8,21.8,10.8,57337,47485,3.2,109.5,253.1,225.8,85.1,77.8,8.1,7.4,80.09830414,16.61050427,1.602523482,49.98479766,34.64237719,140.7851717,65,87606,18777,21.4,72246,46.3,33428,33.9,24491,5596,9.3,6690,12.8,9262,2208,2,25.36463854,26.05999576,25.77697689,19.537841854,3.260546958
17912,1.071907101,0.390799464,0.630861992,0.022331398,1.479455114,10.7,36.5,30.5,22.3,13.5,50190,8268,5.1,74.2,375.1,304.1,112.9,94.8,10.2,7.4,11.55899172,8.151146884,0.152152298,18.9915398,5.939439088,44.82809983,0,18112,4831,26.7,14474,43.3,6274,32.5,4704,1265,9.6,1396,13.1,1893,487,6,21.1869138,21.62237606,27.545779369999998,24.715274678999997,4.929656096
17505,4.564410169,0.611253927,0.554127392,0.079977149,1.119680091,17.7,29.7,32.0,20.6,16.8,41701,7639,3.6,77.3,255.0,223.5,86.2,78.1,7.1,6.2,7.952051886,7.151283464,0.188812765,8.521861836,6.783772904,25.25202145,0,17535,4821,27.5,14884,46.3,6897,32.0,4763,1418,10.1,1505,12.8,1911,528,6,17.82919166,25.215652669999997,27.74635818,24.14167381,5.067123679
21899,0.598200831,0.191789579,0.219188091,0.0,0.817388922,24.8,37.5,26.1,11.7,31.1,32321,6316,6.5,64.4,230.9,214.6,77.3,72.9,8.3,7.6,14.37911495,4.832245174,0.514590003,9.67919292,9.311628631,31.63993392,6,23011,5498,23.9,17160,64.2,11012,40.5,6950,2212,16.8,2891,18.7,3203,731,6,23.549020499999997,22.33435317,27.01493219,23.279601809,3.822092333
31480,0.968869123,0.276365947,0.676620076,0.060355781,1.550190597,10.5,48.4,24.5,16.6,14.7,49580,14002,4.4,88.3,292.7,248.6,93.7,83.7,8.3,7.1,16.26319888,6.021611639,0.522447521,21.29108301,14.55851186,61.3525744,0,31576,6608,20.9,24162,49.0,11842,38.4,9278,1945,9.8,2360,12.1,2926,729,6,27.51270648,26.59466328,23.70076239,18.354510798,3.837357052
4771,1.509117585,0.64975896,0.272479564,0.0,2.07503668,18.6,36.5,30.1,14.8,17.2,41249,2311,4.9,82.2,230.9,214.6,77.3,72.9,8.3,7.6,3.132689046,1.052771438,0.112110549,2.108746035,2.028667072,6.893197165,0,4890,1333,27.3,3685,54.2,1998,38.0,1400,450,14.5,533,16.7,616,152,6,24.6908405,21.358205820000002,25.73883882,22.028924748999998,6.183190107
7060,0.155807365,0.679886686,0.45325779,0.240793201,1.246458924,7.8,32.6,39.8,19.9,8.9,61219,3831,2.8,110.3,192.6,181.6,73.9,68.9,5.8,5.5,2.76893048,2.487207902,0.181107372,1.565572612,3.710688812,5.614328517,0,6862,1645,24.0,5040,40.6,2048,31.1,1567,364,7.0,354,10.8,547,152,6,31.01983003,22.889518418,22.36543909,19.645892352,4.079320113
20825,0.787515006,2.280912365,0.585834334,0.057623049,1.882352941,21.6,29.6,35.5,13.4,12.4,53447,11031,2.5,96.3,192.6,181.6,73.9,68.9,5.8,5.5,8.167560517,7.336558721,0.534215441,4.617995699,10.94548081,16.56067867,0,20448,4407,21.6,14920,45.2,6749,32.2,4804,1235,8.0,1201,13.2,1967,531,5,30.876350539999997,24.59063625,22.32412965,17.925570224,4.283313325
3424,0.525700935,2.248831776,0.496495327,0.0,4.205607477,7.6,29.3,39.4,23.6,10.9,51690,1769,2.4,93.6,247.1,236.2,91.5,88.0,9.8,9.4,1.624482611,1.260263295,0.180498068,1.108773846,1.892006533,3.713103111,0,3568,1075,30.1,2726,40.5,1103,31.9,870,222,7.2,197,11.0,299,90,6,22.021028039999997,22.48831776,23.452102807000003,25.175233648,6.863317757
1150215,9.536999604,1.017722774,18.01802272,0.58449942,5.347087284,10.6,17.6,30.1,41.7,7.8,101463,564570,3.2,134.8,279.6,243.8,96.2,87.1,7.2,6.2,448.198646,230.2055716,10.43877734,650.2573194,441.9179332,1708.90636,163,1123678,231404,20.6,890424,33.7,300047,23.1,205688,47805,5.2,46118,9.8,87571,24756,2,24.87952253,25.437331280000002,27.66969653,18.218072278,3.795377386
5239,0.477190304,0.305401794,0.324489406,0.019087612,0.763504486,5.8,34.3,39.3,20.6,9.2,51911,2922,2.2,86.9,239.2,214.5,88.2,80.3,6.8,6.2,2.837736903,2.232171995,0.252545007,2.42769071,3.42157751,7.454151004,0,5357,1632,30.5,4023,44.8,1803,35.2,1416,343,7.6,307,11.1,448,135,6,25.04294713,20.767322,23.115098303,22.981485016,8.093147547
4146,1.085383502,1.230101302,0.940665702,0.0,1.398938736,17.5,29.0,33.3,20.1,9.4,67220,2291,2.1,115.6,227.6,206.5,88.0,80.5,6.8,6.3,2.33821752,1.184772824,0.197936806,1.715926986,2.547546372,5.429734107,0,4295,1016,23.7,3085,47.8,1473,38.7,1194,266,8.7,267,13.1,403,105,6,28.533526289999998,21.900627113,23.87843705,19.175108541,6.512301013
28666,2.35121747,0.324426149,0.91048629,0.034884532,2.25354078,13.9,47.2,22.8,16.1,15.1,47733,14079,4.1,85.0,292.7,248.6,93.7,83.7,8.3,7.1,14.80943008,5.483339239,0.475745891,19.38787121,13.25712519,55.86826232,6,28659,6536,22.8,21973,55.6,12215,39.6,8701,1969,11.1,2444,13.4,2949,731,5,25.50059304,23.53310542,26.50177911,20.620246983,3.844275448
39944,0.588323653,0.337973162,0.315441618,0.025035049,1.028940517,20.2,40.1,24.6,15.1,20.9,38704,15503,6.0,87.9,263.4,231.6,100.1,89.4,10.5,9.2,20.83651635,14.77578867,1.23868887,21.58857745,27.45023014,62.00080185,0,41063,10695,26.0,31766,61.5,19534,41.8,13278,3808,15.0,4776,16.5,5246,1223,3,22.56909674,22.28620068,26.842579620000002,23.295113154,5.007009814
75317,44.13611801,0.32794721,0.857708087,0.059747467,1.017034667,14.5,28.8,36.7,20.0,25.5,40077,30550,5.0,89.6,191.3,174.8,65.9,61.2,7.1,6.7,52.60662441,2.698422249,2.496671053,29.73308254,27.66513278,85.2650993,51,78221,17686,22.6,57681,47.1,27187,36.1,20823,5024,9.2,5325,14.4,8324,2161,5,26.07246704,25.474992370000002,24.64516643,19.463069431,4.344304739
1675,0.656716418,1.313432836,0.417910448,0.0,2.149253731,6.8,41.1,36.0,16.1,14.2,43650,980,1.8,79.0,247.1,236.2,91.5,88.0,9.8,9.4,0.794687025,0.616513148,0.088298558,0.54240543,0.925558102,1.816427486,0,1728,550,31.8,1336,39.5,528,30.8,411,115,7.6,102,11.3,151,45,6,22.02985074,19.820895523,23.283582086000003,27.70149254,7.164179104
30233,0.902986803,1.366056958,0.823603347,0.112459895,1.686898422,4.8,24.3,40.9,30.0,8.7,58307,15593,4.0,93.7,207.9,199.6,79.8,76.2,10.6,10.4,14.96639128,8.425136351,1.517571144,6.907565207,19.67609483,28.46754146,11,29964,8337,27.8,23771,33.6,7990,27.8,6608,1603,6.9,1641,9.1,2154,687,5,23.85472828,23.02781728,24.17887738,24.364105445,4.574471604
35886,0.60747924,1.323635958,2.140110349,0.175555927,1.83637073,17.8,40.9,26.9,14.5,18.8,42457,15592,3.0,78.0,273.1,236.3,86.6,79.0,7.0,6.3,20.01524896,3.895270868,0.714621122,22.32312373,16.02625729,63.64228268,0,35398,9615,27.2,27745,51.8,14384,38.7,10737,2816,11.8,3281,14.3,3955,1042,6,24.758958919999998,21.844173220000002,25.36365156,23.326645493,4.706570808
32120,5.295765878,3.595890411,0.943337484,0.140099626,5.298879203,11.3,29.1,41.4,18.2,19.5,42479,14834,4.3,73.1,227.6,206.5,88.0,80.5,6.8,6.3,18.11470013,9.178703111,1.533461217,13.29367458,19.73641811,42.06537856,7,33463,8712,26.0,24485,48.3,11824,39.3,9623,2176,9.3,2280,14.1,3442,882,5,27.04234122,22.431506849999998,23.60834371,21.603362391,5.314445828
6562,5.592807071,1.005790917,0.472416946,0.091435538,2.468759525,12.3,29.6,39.3,18.8,14.2,47039,2940,3.2,80.9,227.6,206.5,88.0,80.5,6.8,6.3,3.700767816,1.875175897,0.313280589,2.715849707,4.032078942,8.593804922,0,6776,1864,27.5,5483,50.0,2740,40.1,2199,458,8.5,467,12.8,704,182,6,19.262419999000002,24.79427004,27.04967998,22.477903079,6.415726913
75457,4.552261553,0.243847489,0.670580596,0.038432485,1.445856581,12.6,38.2,25.7,23.5,9.0,60556,36922,2.7,83.4,263.2,231.8,90.3,81.7,7.3,6.3,39.66998615,18.62132892,0.850450797,37.63244778,33.03469816,104.1093518,12,74390,19681,26.5,61095,43.8,26765,33.3,20345,4983,8.6,5261,11.9,7284,1936,4,21.111361434000003,22.94286813,27.47657606,23.557787875,4.911406496
1560,1.217948718,1.282051282,0.320512821,0.064102564,3.141025641,4.5,32.8,41.2,21.6,10.3,59240,796,2.8,101.9,227.6,206.5,88.0,80.5,6.8,6.3,0.87979241,0.445790064,0.074476946,0.645645465,0.958555798,2.043025858,0,1702,442,26.0,1215,48.7,591,36.4,442,113,8.8,106,13.6,165,44,6,24.102564100000002,18.910256410000002,25.0,24.166666663,7.820512821
82764,41.61712822,0.416847905,0.462761587,0.022956841,1.303706926,23.9,40.9,21.0,14.2,32.7,36624,31933,6.2,76.3,260.3,231.8,84.1,75.8,9.1,7.8,41.98605573,13.62237933,2.806174621,44.52582137,31.82699317,133.0801673,16,83580,17636,21.1,60534,53.7,32526,41.0,24819,5992,11.8,7129,17.2,10399,2524,5,29.26755594,24.4574936,23.755497560000002,18.721908072,3.797544826
105424,10.494764,0.66303688,1.559417211,0.095803612,1.746281682,15.3,38.0,29.8,17.0,20.8,39994,36472,4.8,72.1,265.2,240.7,86.8,80.1,6.9,6.0,61.17755563,30.1581591,1.074071972,57.3910807,40.9830227,144.0493852,38,100177,41387,41.3,87454,50.8,44391,30.1,26324,11879,13.3,11603,17.3,15100,4277,4,18.691189862,18.711109424,20.159546215,31.7166869,10.7214676
566880,11.43116709,1.222833757,4.192598081,0.095081852,2.759137736,10.0,21.3,29.8,38.9,11.6,64580,293923,3.1,108.1,239.2,214.5,88.2,80.3,6.8,6.2,307.0540744,241.5296164,27.32634346,262.6854952,370.2278792,806.5678796,187,549706,95539,17.4,421630,40.1,168945,32.6,137451,22309,5.9,24910,10.1,42400,10910,3,28.217965,29.40728196,23.832909970000003,15.51121931,3.030623765
38247,2.465552854,19.46819358,0.949094047,0.047062515,8.311763014,11.3,33.3,27.3,28.1,15.3,48450,18656,3.1,93.3,206.7,189.1,73.9,68.5,6.2,5.8,10.97045152,12.49331702,1.212472537,12.79401021,21.92150347,45.22037575,12,38289,8264,21.6,28990,49.0,14207,36.8,10668,2424,8.6,2498,11.9,3445,925,5,27.510654430000002,27.691060739999998,22.718121680000003,17.760870138,4.319293016
31833,15.33314485,0.606289071,0.395815663,0.053403701,1.429334339,23.4,30.3,30.4,15.9,16.5,44297,14423,3.9,99.0,191.3,174.8,65.9,61.2,7.1,6.7,22.23437836,1.140497835,1.055226969,12.5667939,11.69276753,36.03759982,0,31075,6065,19.5,23378,53.2,12445,40.8,9538,2004,10.0,2345,13.8,3223,800,5,28.75946345,25.171991329999997,25.27879873,17.145729271,3.644017215
